distance_next,y_next,width_next,height_next,y_dino,game_speed,action,score,last_failed
920,305,48,95,340,20,2,2,0
900,305,48,95,340,20,2,3,0
880,305,48,95,340,20,2,4,0
860,305,48,95,340,20,2,5,0
840,305,48,95,340,20,2,6,0
820,305,48,95,340,20,2,7,0
800,305,48,95,340,20,2,8,0
780,305,48,95,340,20,2,9,0
760,305,48,95,340,20,2,10,0
740,305,48,95,340,20,2,11,0
720,305,48,95,340,20,2,12,0
700,305,48,95,340,20,2,13,0
680,305,48,95,340,20,2,14,0
660,305,48,95,340,20,2,15,0
640,305,48,95,340,20,2,16,0
620,305,48,95,340,20,2,17,0
600,305,48,95,340,20,2,18,0
580,305,48,95,340,20,2,19,0
560,305,48,95,340,20,2,20,0
540,305,48,95,340,20,2,21,0
520,305,48,95,340,20,2,22,0
500,305,48,95,340,20,2,23,0
480,305,48,95,340,20,2,24,0
460,305,48,95,340,20,2,25,0
440,305,48,95,340,20,2,26,0
420,305,48,95,340,20,2,27,0
400,305,48,95,340,20,2,28,0
380,305,48,95,340,20,2,29,0
360,305,48,95,340,20,2,30,0
340,305,48,95,340,20,2,31,0
320,305,48,95,340,20,2,32,0
300,305,48,95,340,20,2,33,0
280,305,48,95,340,20,2,34,0
260,305,48,95,340,20,2,35,0
240,305,48,95,340,20,2,36,0
220,305,48,95,340,20,2,37,0
200,305,48,95,340,20,2,38,0
180,305,48,95,340,20,2,39,0
160,305,48,95,340,20,2,40,0
140,305,48,95,340,20,2,41,0
120,305,48,95,306,20,1,42,0
100,305,48,95,250,20,1,43,0
80,305,48,95,207,20,1,44,0
60,305,48,95,175,20,1,45,0
40,305,48,95,152,20,1,46,0
20,305,48,95,136,20,1,47,0
0,305,48,95,125,20,1,48,0
860,329,40,71,117,20,1,49,0
840,329,40,71,117,20,1,50,0
820,329,40,71,118,20,1,51,0
800,329,40,71,122,20,1,52,0
780,329,40,71,131,20,1,53,0
760,329,40,71,147,20,1,54,0
740,329,40,71,172,20,2,55,0
720,329,40,71,340,20,2,56,0
700,329,40,71,340,20,2,57,0
680,329,40,71,340,20,2,58,0
660,329,40,71,340,20,2,59,0
640,329,40,71,340,20,2,60,0
620,329,40,71,340,20,2,61,0
600,329,40,71,340,20,2,62,0
580,329,40,71,340,20,2,63,0
560,329,40,71,340,20,2,64,0
540,329,40,71,340,20,2,65,0
520,329,40,71,340,20,2,66,0
500,329,40,71,340,20,2,67,0
480,329,40,71,340,20,2,68,0
460,329,40,71,340,20,2,69,0
440,329,40,71,340,20,2,70,0
420,329,40,71,340,20,2,71,0
400,329,40,71,340,20,2,72,0
380,329,40,71,340,20,2,73,0
360,329,40,71,340,20,2,74,0
340,329,40,71,340,20,2,75,0
320,329,40,71,340,20,2,76,0
300,329,40,71,340,20,2,77,0
280,329,40,71,340,20,2,78,0
260,329,40,71,340,20,2,79,0
240,329,40,71,340,20,2,80,0
220,329,40,71,306,20,1,81,0
200,329,40,71,250,20,1,82,0
180,329,40,71,207,20,1,83,0
160,329,40,71,175,20,1,84,0
140,329,40,71,152,20,1,85,0
120,329,40,71,136,20,1,86,0
100,329,40,71,125,20,1,87,0
80,329,40,71,117,20,1,88,0
60,329,40,71,117,20,1,89,0
40,329,40,71,118,20,1,90,0
20,329,40,71,122,20,1,91,0
0,329,40,71,131,20,1,92,0
840,316,97,68,147,20,1,93,0
820,316,97,68,172,20,2,94,0
800,316,97,68,340,20,2,95,0
780,316,97,68,340,20,2,96,0
760,316,97,68,340,20,2,97,0
740,316,97,68,340,20,2,98,0
720,316,97,68,340,20,2,99,0
700,316,97,68,340,20.5,2,100,0
680,316,97,68,340,20.5,2,101,0
660,316,97,68,340,20.5,2,102,0
640,316,97,68,340,20.5,2,103,0
620,316,97,68,340,20.5,2,104,0
600,316,97,68,340,20.5,2,105,0
580,316,97,68,340,20.5,2,106,0
560,316,97,68,340,20.5,2,107,0
540,316,97,68,340,20.5,2,108,0
520,316,97,68,340,20.5,2,109,0
500,316,97,68,340,20.5,2,110,0
480,316,97,68,340,20.5,2,111,0
460,316,97,68,340,20.5,2,112,0
440,316,97,68,340,20.5,2,113,0
420,316,97,68,340,20.5,2,114,0
400,316,97,68,340,20.5,2,115,0
380,316,97,68,340,20.5,2,116,0
360,316,97,68,340,20.5,2,117,0
340,316,97,68,340,20.5,2,118,0
320,316,97,68,340,20.5,2,119,0
300,316,97,68,340,20.5,2,120,0
280,316,97,68,340,20.5,2,121,0
260,316,97,68,340,20.5,2,122,0
240,316,97,68,340,20.5,2,123,0
220,316,97,68,340,20.5,2,124,0
200,316,97,68,340,20.5,2,125,0
180,316,97,68,306,20.5,1,126,0
160,316,97,68,250,20.5,1,127,0
140,316,97,68,207,20.5,1,128,0
120,316,97,68,175,20.5,1,129,0
100,316,97,68,152,20.5,1,130,0
80,316,97,68,136,20.5,1,131,0
60,316,97,68,125,20.5,1,132,0
40,316,97,68,117,20.5,1,133,0
20,316,97,68,117,20.5,1,134,0
0,316,97,68,118,20.5,1,135,0
940,305,48,95,131,20.5,2,137,0
920,305,48,95,147,20.5,2,138,0
900,305,48,95,172,20.5,2,139,0
880,305,48,95,340,20.5,2,140,0
860,305,48,95,340,20.5,2,141,0
840,305,48,95,340,20.5,2,142,0
820,305,48,95,340,20.5,2,143,0
800,305,48,95,340,20.5,2,144,0
780,305,48,95,340,20.5,2,145,0
760,305,48,95,340,20.5,2,146,0
740,305,48,95,340,20.5,2,147,0
720,305,48,95,340,20.5,2,148,0
700,305,48,95,340,20.5,2,149,0
680,305,48,95,340,20.5,2,150,0
660,305,48,95,340,20.5,2,151,0
640,305,48,95,340,20.5,2,152,0
620,305,48,95,340,20.5,2,153,0
600,305,48,95,340,20.5,2,154,0
580,305,48,95,340,20.5,2,155,0
560,305,48,95,340,20.5,2,156,0
540,305,48,95,340,20.5,2,157,0
520,305,48,95,340,20.5,2,158,0
500,305,48,95,340,20.5,2,159,0
480,305,48,95,340,20.5,2,160,0
460,305,48,95,340,20.5,2,161,0
440,305,48,95,340,20.5,2,162,0
420,305,48,95,340,20.5,2,163,0
400,305,48,95,340,20.5,2,164,0
380,305,48,95,340,20.5,2,165,0
360,305,48,95,340,20.5,2,166,0
340,305,48,95,340,20.5,2,167,0
320,305,48,95,340,20.5,2,168,0
300,305,48,95,340,20.5,2,169,0
280,305,48,95,340,20.5,2,170,0
260,305,48,95,340,20.5,2,171,0
240,305,48,95,340,20.5,2,172,0
220,305,48,95,340,20.5,2,173,0
200,305,48,95,340,20.5,2,174,0
180,305,48,95,340,20.5,2,175,0
160,305,48,95,340,20.5,2,176,0
140,305,48,95,340,20.5,2,177,0
120,305,48,95,306,20.5,1,178,0
100,305,48,95,250,20.5,1,179,0
80,305,48,95,207,20.5,1,180,0
60,305,48,95,175,20.5,1,181,0
40,305,48,95,152,20.5,1,182,0
20,305,48,95,136,20.5,1,183,0
0,305,48,95,125,20.5,1,184,0
800,236,97,88,117,20.5,2,185,0
780,236,97,88,117,20.5,2,186,0
760,236,97,88,118,20.5,2,187,0
740,236,97,88,122,20.5,2,188,0
720,236,97,88,131,20.5,2,189,0
700,236,97,88,147,20.5,2,190,0
680,236,97,88,172,20.5,2,191,0
660,236,97,88,340,20.5,2,192,0
640,236,97,88,340,20.5,2,193,0
620,236,97,88,340,20.5,2,194,0
600,236,97,88,340,20.5,2,195,0
580,236,97,88,340,20.5,2,196,0
560,236,97,88,340,20.5,2,197,0
540,236,97,88,340,20.5,2,198,0
520,236,97,88,340,20.5,2,199,0
500,236,97,88,340,21.0,2,200,0
479,236,97,88,340,21.0,2,201,0
458,236,97,88,340,21.0,2,202,0
437,236,97,88,340,21.0,2,203,0
416,236,97,88,340,21.0,2,204,0
395,236,97,88,340,21.0,2,205,0
374,236,97,88,340,21.0,2,206,0
353,236,97,88,340,21.0,2,207,0
332,236,97,88,340,21.0,2,208,0
311,236,97,88,340,21.0,2,209,0
290,236,97,88,340,21.0,2,210,0
269,236,97,88,340,21.0,2,211,0
248,236,97,88,340,21.0,2,212,0
227,236,97,88,340,21.0,2,213,0
206,236,97,88,340,21.0,2,214,0
185,236,97,88,340,21.0,2,215,0
164,236,97,88,340,21.0,2,216,0
143,236,97,88,340,21.0,2,217,0
122,236,97,88,340,21.0,2,218,0
101,236,97,88,340,21.0,2,219,0
80,236,97,88,340,21.0,2,220,0
59,236,97,88,340,21.0,2,221,0
38,236,97,88,340,21.0,2,222,0
17,236,97,88,340,21.0,2,223,0
834,329,40,71,340,21.0,2,224,0
813,329,40,71,340,21.0,2,225,0
792,329,40,71,340,21.0,2,226,0
771,329,40,71,340,21.0,2,227,0
750,329,40,71,340,21.0,2,228,0
729,329,40,71,340,21.0,2,229,0
708,329,40,71,340,21.0,2,230,0
687,329,40,71,340,21.0,2,231,0
666,329,40,71,340,21.0,2,232,0
645,329,40,71,340,21.0,2,233,0
624,329,40,71,340,21.0,2,234,0
603,329,40,71,340,21.0,2,235,0
582,329,40,71,340,21.0,2,236,0
561,329,40,71,340,21.0,2,237,0
540,329,40,71,340,21.0,2,238,0
519,329,40,71,340,21.0,2,239,0
498,329,40,71,340,21.0,2,240,0
477,329,40,71,340,21.0,2,241,0
456,329,40,71,340,21.0,2,242,0
435,329,40,71,340,21.0,2,243,0
414,329,40,71,340,21.0,2,244,0
393,329,40,71,340,21.0,2,245,0
372,329,40,71,340,21.0,2,246,0
351,329,40,71,340,21.0,2,247,0
330,329,40,71,340,21.0,2,248,0
309,329,40,71,340,21.0,2,249,0
288,329,40,71,340,21.0,2,250,0
267,329,40,71,340,21.0,2,251,0
246,329,40,71,340,21.0,2,252,0
225,329,40,71,306,21.0,1,253,0
204,329,40,71,250,21.0,1,254,0
183,329,40,71,207,21.0,1,255,0
162,329,40,71,175,21.0,1,256,0
141,329,40,71,152,21.0,1,257,0
120,329,40,71,136,21.0,1,258,0
99,329,40,71,125,21.0,1,259,0
78,329,40,71,117,21.0,1,260,0
57,329,40,71,117,21.0,1,261,0
36,329,40,71,118,21.0,1,262,0
15,329,40,71,122,21.0,1,263,0
939,316,97,68,172,21.0,2,266,0
918,316,97,68,340,21.0,2,267,0
897,316,97,68,340,21.0,2,268,0
876,316,97,68,340,21.0,2,269,0
855,316,97,68,340,21.0,2,270,0
834,316,97,68,340,21.0,2,271,0
813,316,97,68,340,21.0,2,272,0
792,316,97,68,340,21.0,2,273,0
771,316,97,68,340,21.0,2,274,0
750,316,97,68,340,21.0,2,275,0
729,316,97,68,340,21.0,2,276,0
708,316,97,68,340,21.0,2,277,0
687,316,97,68,340,21.0,2,278,0
666,316,97,68,340,21.0,2,279,0
645,316,97,68,340,21.0,2,280,0
624,316,97,68,340,21.0,2,281,0
603,316,97,68,340,21.0,2,282,0
582,316,97,68,340,21.0,2,283,0
561,316,97,68,340,21.0,2,284,0
540,316,97,68,340,21.0,2,285,0
519,316,97,68,340,21.0,2,286,0
498,316,97,68,340,21.0,2,287,0
477,316,97,68,340,21.0,2,288,0
456,316,97,68,340,21.0,2,289,0
435,316,97,68,340,21.0,2,290,0
414,316,97,68,340,21.0,2,291,0
393,316,97,68,340,21.0,2,292,0
372,316,97,68,340,21.0,2,293,0
351,316,97,68,340,21.0,2,294,0
330,316,97,68,340,21.0,2,295,0
309,316,97,68,340,21.0,2,296,0
288,316,97,68,340,21.0,2,297,0
267,316,97,68,340,21.0,2,298,0
246,316,97,68,340,21.0,2,299,0
225,316,97,68,340,21.5,2,300,0
204,316,97,68,340,21.5,2,301,0
183,316,97,68,306,21.5,1,302,0
162,316,97,68,250,21.5,1,303,0
141,316,97,68,207,21.5,1,304,0
120,316,97,68,175,21.5,1,305,0
99,316,97,68,152,21.5,1,306,0
78,316,97,68,136,21.5,1,307,0
57,316,97,68,125,21.5,1,308,0
36,316,97,68,117,21.5,1,309,0
15,316,97,68,117,21.5,1,310,0
939,329,105,71,131,21.5,1,313,0
918,329,105,71,147,21.5,1,314,0
897,329,105,71,172,21.5,2,315,0
876,329,105,71,340,21.5,2,316,0
855,329,105,71,340,21.5,2,317,0
834,329,105,71,340,21.5,2,318,0
813,329,105,71,340,21.5,2,319,0
792,329,105,71,340,21.5,2,320,0
771,329,105,71,340,21.5,2,321,0
750,329,105,71,340,21.5,2,322,0
729,329,105,71,340,21.5,2,323,0
708,329,105,71,340,21.5,2,324,0
687,329,105,71,340,21.5,2,325,0
666,329,105,71,340,21.5,2,326,0
645,329,105,71,340,21.5,2,327,0
624,329,105,71,340,21.5,2,328,0
603,329,105,71,340,21.5,2,329,0
582,329,105,71,340,21.5,2,330,0
561,329,105,71,340,21.5,2,331,0
540,329,105,71,340,21.5,2,332,0
519,329,105,71,340,21.5,2,333,0
498,329,105,71,340,21.5,2,334,0
477,329,105,71,340,21.5,2,335,0
456,329,105,71,340,21.5,2,336,0
435,329,105,71,340,21.5,2,337,0
414,329,105,71,340,21.5,2,338,0
393,329,105,71,340,21.5,2,339,0
372,329,105,71,340,21.5,2,340,0
351,329,105,71,340,21.5,2,341,0
330,329,105,71,340,21.5,2,342,0
309,329,105,71,340,21.5,2,343,0
288,329,105,71,340,21.5,2,344,0
267,329,105,71,340,21.5,2,345,0
246,329,105,71,340,21.5,2,346,0
225,329,105,71,340,21.5,2,347,0
204,329,105,71,306,21.5,1,348,0
183,329,105,71,250,21.5,1,349,0
162,329,105,71,207,21.5,1,350,0
141,329,105,71,175,21.5,1,351,0
120,329,105,71,152,21.5,1,352,0
99,329,105,71,136,21.5,1,353,0
78,329,105,71,125,21.5,1,354,0
57,329,105,71,117,21.5,1,355,0
36,329,105,71,117,21.5,1,356,0
15,329,105,71,118,21.5,1,357,0
939,329,68,71,172,21.5,2,361,0
